Title,Publication Number,Status,Country,File Year,Grant Year,Priority Year,Publication Year,Expiration Year,Ultimate Parent,Normalized Assignee,origin,fixed,floating,gravity-based,jacket,monopile,tripod,tripile,suction bucket,tlp,spar,semi-submersible,Region
System and method for transporting and testing a crane intended for use in an offshore wind turbine,CN105164043,Expired,CN,2014.0,2017.0,2013.0,2015.0,2017.0,Senvion Se,Senvion Se,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Air-cushioned small hydraulic power generating device,CN105164405,Active,CN,2014.0,,2013.0,2015.0,2034.0,,,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
Test model of floating fan exercise performance,CN204877800,Active,CN,2015.0,2015.0,2015.0,2015.0,2025.0,"Guangdong Electric Power Design Institute ,off","Guangdong Electric Power Design Institute ,off",True,False,True,False,False,False,False,False,False,True,False,False,East Asia
"Maintenance of offshore wind farms, which utilizes a scheme of a floating vessel port and a plurality of shuttle sailing vessels calculated",DK2528805,Active,DK,2011.0,2015.0,2010.0,2015.0,2031.0,Z Knowledge B.v.,Z Knowledge B.v.,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Installation and method of utilizing wind energy,DK2640632,Active,DK,2011.0,2015.0,2010.0,2015.0,2031.0,Ideol,Ideol,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Dc connection form for wind farm with single mvdc-assembly grid,DK2810353,Active,DK,2013.0,2015.0,2012.0,2015.0,2033.0,Abb Ltd,Abb Research Ltd. Abb Research Ltd.,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Spur type floating structure and method for operating spur type floating structure,JP2015155660,Expired,JP,2014.0,2016.0,2014.0,2015.0,2016.0,Sumitomo Heavy Industries. Ltd.,Sumitomo Heavy Industries Marine & Engineering Co Ltd,True,False,True,False,False,False,False,False,False,True,True,False,East Asia
Moving type ocean wind turbine,JP2015218723,Expired,JP,2014.0,2019.0,2014.0,2015.0,2019.0,"Ting Cheng Co., Ltd., Taiwan","Ting Cheng Co., Ltd., Taiwan",False,True,False,False,False,False,False,False,False,False,False,False,East Asia
"Floating transport and installation structure for transporting and installing a floating wind turbine, floating wind turbine, and method for transporting and installing the same",JP2015534923,Expired,JP,2013.0,2016.0,2012.0,2015.0,2016.0,Mecal Wind Turbine Design B.v.,Mecal Wind Turbine Design B.v.,False,True,True,False,False,False,False,False,False,True,False,False,East Asia
Roller assembly of winding machine in thin film capacitor,KR100348681,Expired,KR,1999.0,2002.0,1999.0,2002.0,2016.0,"Pilkor Electronics Co., Ltd.","Pilkor Electronics Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
"Connection between a foundation post of a structure, in particular an onshore or offshore construction, such as an onshore or offshore wind turbine, comprising in a particular tubular transition piece and method for manufacturing the same",PT2772587,Active,PT,2013.0,2015.0,2013.0,2015.0,2033.0,Bard Engineering Gmbh,Bard Engineering Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Deep water wind energy capture system,WO2015191766,Expired,WO,2015.0,,2014.0,2015.0,2016.0,Ronald Cohen,Ronald Cohen,True,False,True,False,False,False,False,False,False,False,False,False,Other
Gravity foundation for an offshore structure,EP2956589,Expired,EP,2014.0,,2013.0,2015.0,2017.0,Strabag Se,Strabag Offshore Wind Gmbh,False,True,False,True,False,False,False,False,False,False,False,False,Europe
Wind turbine comprising a gimbal-mounted tower,EP2956664,Expired,EP,2014.0,,2013.0,2015.0,2016.0,,,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Floating wind turbine platform with ballast control and water entrapment plate systems,US20150367918,Expired,US,2015.0,2016.0,2008.0,2015.0,2016.0,"Principle Power, Inc.","Principle Power, Inc.",False,True,True,False,False,False,False,False,False,False,False,True,North America
"Method for anchoring a foundation structure, and foundation structure",US20150368871,Expired,US,2013.0,2017.0,2012.0,2015.0,2017.0,Senvion Se,Senvion Se,False,True,False,False,False,False,False,False,False,False,False,False,North America
Offshore facility,US20150375832,Expired,US,2014.0,2019.0,2013.0,2015.0,2019.0,Tmt,Tmt,False,False,True,False,False,False,False,False,False,False,False,False,North America
Automatic classifier of sea squirt provided with cleaning function,KR100322766,Expired,KR,1999.0,2002.0,1999.0,2002.0,2019.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Floating offshore wind turbine,KR101571550,Expired,KR,2014.0,2015.0,2014.0,2015.0,2018.0,"Samsung Heavy Industries Co.,ltd","Samsung Heavy Ind. Co.,ltd",False,False,True,False,False,False,False,False,False,False,False,False,East Asia
Floating vertical blade wind turbine rotating between air plate floating plates with curved plates,KR20150127818,Expired,KR,2012.0,,2012.0,2015.0,2017.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind power electricity generating farm watching system,KR20150130567,Expired,KR,2014.0,2016.0,2014.0,2015.0,2016.0,Naruems,Naruems,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
Floating offshore wind power generation facility,KR20150131080,Expired,KR,2014.0,,2013.0,2015.0,2020.0,Toda Corporation,Toda Corporation,False,False,True,False,False,False,False,False,False,False,True,False,East Asia
Energy collector,RU2014116074,Active,RU,2012.0,,2011.0,2015.0,2032.0,Kam Wan,Kam Wan,False,False,False,False,False,False,False,False,False,False,False,False,EAPO
Floating wind turbine installation,EP1891328,Active,EP,2006.0,2015.0,2005.0,2015.0,2026.0,Hywind As,Hywind As,False,False,False,False,False,False,False,False,False,False,False,False,Europe
Floating support for an offshore structure such as a wind turbine,EP2479101,Active,EP,2012.0,2015.0,2011.0,2015.0,2032.0,Dcns Sa,Dcns Company,False,False,True,False,False,False,False,False,False,False,False,False,Europe
"Offshore supply, maintenance or patrol vessel",GB2485861,Active,GB,2011.0,2015.0,2010.0,2015.0,2031.0,,,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Wind and wave power plant,DE102014009843,Expired,DE,2014.0,,2014.0,2015.0,2017.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Wind-powered vessel for removal of carbon dioxide from seawater,US9227168,Expired,US,2014.0,2016.0,2010.0,2016.0,2020.0,Makani Technologies LLC,Makani Technologies LLC,True,False,False,False,False,False,False,False,False,False,False,False,North America
Improved apparatus,GB2527842,Active,GB,2014.0,,2014.0,2016.0,2034.0,Celtic Design Consultants Limited,Celtic Design Consultants Limited,True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Connection between a foundation pile of a structure and an in particular tubular transition piece, and method for producing same",US20160002874,Expired,US,2014.0,,2013.0,2016.0,2017.0,Dong Energy Wind Power As,Dong Energy Wind Power As,False,True,False,False,False,False,False,False,False,False,False,False,North America
Power supply system for vessel used for managing offshore wind turbine,KR101550260,Active,KR,2014.0,2015.0,2014.0,2015.0,2034.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Vertical wind power plant,KR20150103402,Expired,KR,2014.0,,2014.0,2015.0,2019.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of prestressing force ultra-high performance concrete offshore wind farm pylon,CN103375043,Expired,CN,2013.0,2015.0,2013.0,2015.0,2019.0,Shanghai Jiaotong University,Shanghai Jiao Tong University,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
The offshore wind turbine foundation that a kind of concrete caisson and jacket combine,CN103469808,Active,CN,2013.0,2015.0,2013.0,2015.0,2033.0,"Guangdong Mingyang Wind Electrical Technology Co., Ltd.","Guangdong Mingyang Wind Electrical Technology Co., Ltd.",False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Solar energy-wind energy water body dialysis and oxygenation device,CN105174508,Expired,CN,2015.0,,2015.0,2015.0,2020.0,Maanshan Huanghe Water-resource Treatment Engineering Co Ltd,Maanshan Huanghe Water-resource Treatment Engineering Co Ltd,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind farm set optimization layout method,CN105183963,Active,CN,2015.0,,2015.0,2015.0,2035.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Energy storage method and system applied to offshore wind plant,CN105186546,Expired,CN,2015.0,,2015.0,2015.0,2019.0,"Huazhong Power Grid Co.,ltd.","Beijing State Grid Power Technology Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Tower-type stormy wave dc power generation apparatus,CN105186782,Expired,CN,2015.0,,2015.0,2015.0,2016.0,,,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Vertical axis wind-solar complementary intelligent power generation system,CN105186972,Active,CN,2015.0,,2015.0,2015.0,2035.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Skidding system for an offshore installation or vessel,CN105189242,Expired,CN,2014.0,2019.0,2013.0,2015.0,2019.0,Ihc Holland Merwede N.v.,Ihc Holland Ie B.v.,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
Pin type bending-resistant longitudinal connection joint and construction method thereof,CN105201008,Active,CN,2015.0,,2015.0,2015.0,2035.0,Tsinghua University,Tsinghua University,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Assembled inclined-pile foundation for offshore wind turbine,CN105201010,Expired,CN,2015.0,2017.0,2015.0,2015.0,2017.0,Zhejiang University,Zhejiang University,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore combined power generation system,CN105201733,Expired,CN,2009.0,2019.0,2008.0,2015.0,2019.0,Sbm Offshore N.v.,Single Buoy Moorings,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind turbine grid connection method and system,CN105207257,Expired,CN,2015.0,,2015.0,2015.0,2018.0,Nanjing Nari Corporation,Nanjing Nari Corporation,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind turbine on a floating mount comprising a combination of shock-absorbing means,CN105209754,Active,CN,2014.0,,2013.0,2015.0,2034.0,Ifp Energies Nouvelles,Ifp Energies Nouvelles,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
Wind turbine for generating electricity with naval technology,CN105209749,Active,CN,2014.0,,2013.0,2015.0,2034.0,Embrevel-empresa Brasileira De Energia Renovavel Ltda,Embrevel-empresa Brasileira De Energia Renovavel Ltda,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of offshore wind farm direct current converges transmission system and method for designing,CN105226714,Expired,CN,2015.0,,2015.0,2016.0,2019.0,"Electric Power Research Institute, Shandong Electric Power Group Co.,ltd.",Electric Power Research Institute Of State Gird Shandong Electric Power Company,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Marine wind power and ocean wave energy cogeneration structure,CN204900156,Active,CN,2015.0,2015.0,2015.0,2015.0,2025.0,Huaneng Clean Energy Research Institute,Huaneng Clean Energy Research Institute,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore wind farm hydrology weather conditions measurement system,CN204903763,Active,CN,2015.0,2015.0,2015.0,2015.0,2025.0,Ceec Energy China Ynpc,Ceec Energy China Ynpc,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
"Method for the production, storage and on-demand delivery of energy preferably obtained from wind power, solar radiation or ocean current and installation for carrying out the method",DE102014009687,Expired,DE,2014.0,,2014.0,2016.0,2020.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Floating wind turbine with a floating foundation and method of installing such a wind turbine,DE102014109212,Expired,DE,2014.0,,2014.0,2016.0,2019.0,Aerodyn Consulting Singapore Pte Ltd,Aerodyn Consulting Singapore Pte Ltd,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Work platforms for an offshore wind power plant,DK2586933,Active,DK,2011.0,2015.0,2011.0,2015.0,2031.0,Orano Sa,Areva Wind Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Installation method and system for offshore power plants,DK2732516,Active,DK,2012.0,2015.0,2011.0,2015.0,2032.0,Siemens Ag,Siemens Aktiengesellschaft,False,False,False,False,False,False,False,False,False,False,False,False,Europe
"Foundation construction for an offshore installation, especially an offshore wind turbine, for quiet installation, and installation procedure for it",DK2753765,Active,DK,2013.0,2015.0,2012.0,2015.0,2033.0,Vallourec Sa,Vallourec Deutschland Gmbh,False,True,True,True,True,True,False,True,False,False,False,False,Europe
Dc connection scheme for wind farm with internal collection network in mvdc,ES2555413,Active,ES,2013.0,2015.0,2012.0,2015.0,2033.0,Abb Ltd,Abb Research Ltd. Abb Research Ltd.,False,True,False,False,False,False,False,False,False,False,False,False,Europe
"Floating work and procedure of installation of the same (machine-translation by google translate, not legally binding)",ES2555500,Expired,ES,2014.0,2016.0,2014.0,2016.0,2016.0,Sea Wind Towers Sl,Sea Wind Towers Sl,True,False,True,False,False,False,False,False,False,False,False,True,Europe
Floating eolienne,FR3022880,Expired,FR,2014.0,2016.0,2014.0,2016.0,2016.0,Dcns Sa,Dcns Company,True,False,True,False,False,False,False,False,False,False,False,False,Europe
Energy-saving wind oxygen dissolver,JP3160271,Expired,JP,2010.0,2010.0,2009.0,2010.0,2020.0,Jetpro Technology Inc Mortgages Registered -sect,Jetpro Technology Inc Mortgages Registered -sect,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
"A wind farm, a control method thereof and a wind turbine",KR101575102,Active,KR,2013.0,2015.0,2013.0,2015.0,2033.0,"Doosan Co., Ltd","Doosan Heavy Industries And Construction Co., Ltd.,k",False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Floating body wind power generating device and method of mooring floating body wind power generating device,KR101577157,Active,KR,2012.0,2015.0,2011.0,2015.0,2032.0,"Mitsubishi Heavy Industries, Ltd.","Mitsubishi Heavy Industries, Ltd.",False,False,True,False,False,False,False,False,False,False,False,False,East Asia
Offshore facility,KR20150136589,Expired,KR,2014.0,,2013.0,2015.0,2020.0,Tmt,Tmt,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
Skidding system for an offshore installation or vessel,KR20150138256,Expired,KR,2014.0,,2013.0,2015.0,2019.0,Ihc Holland Merwede N.v.,Ihc Holland Ie B.v.,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
"Floating wind turbine with a floating foundation, and method for installation of such a wind turbine",WO2016000681,Expired,WO,2015.0,,2014.0,2016.0,2017.0,Aerodyn Eng Gmbh,Aerodyn Engineering Gmbh,False,False,True,False,False,False,False,False,False,False,False,False,Other
Improved apparatus,WO2016001666,Expired,WO,2015.0,,2014.0,2016.0,2017.0,Celtic Design Consultants Limited,Celtic Design Consultants Limited,False,True,False,False,False,False,False,False,False,False,False,False,Other
"Wind-powered electricity generating apparatus, system for monitoring wind-powered electricity generating apparatus, and method for monitoring wind-powered electricity generating apparatus",WO2016002321,Expired,WO,2015.0,,2014.0,2016.0,2016.0,"Hitachi, Ltd.","Hitachi, Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,Other
Method for avoiding voltage instability in an electrical grid of an offshore wind park,US20160010626,Expired,US,2015.0,2018.0,2012.0,2016.0,2018.0,General Electric Company,Ge Renewable Technologies Wind B.v.,False,True,False,False,False,False,False,False,False,False,False,False,North America
Floating structure for supporting a wind turbine,US9238896,Active,US,2015.0,2016.0,2012.0,2016.0,2032.0,Universidad Politécnica De Cataluña,Universitat Politecnica De Catalunya,False,True,True,False,False,False,False,False,True,False,True,False,North America
A kind of offshore wind turbine hoist controlling method and system,CN103019101,Active,CN,2012.0,2016.0,2012.0,2016.0,2032.0,Zhejiang University,Zhejiang University,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Hanging device,CN103130106,Active,CN,2011.0,2016.0,2011.0,2016.0,2031.0,"Sinovel Wind Co., Ltd.","Sinovel Wind Co., Ltd.",True,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of vertical shaft-type wind energy engine of controllable output power,CN104373289,Active,CN,2014.0,2016.0,2014.0,2016.0,2034.0,"Juqin Power Technology Co., Ltd.","Juqin Power Technology Co., Ltd.",False,False,False,False,False,False,False,False,False,False,False,False,East Asia
The deepwater semisubmersible platform type floating wind energy turbine set of frequency-adjustable,CN104806455,Expired,CN,2015.0,2016.0,2015.0,2016.0,2020.0,Shanghai Jiaotong University,Shanghai Jiao Tong University,False,False,True,False,False,False,False,False,False,False,False,True,East Asia
Device and method for lifting nutritive salt of seabed by utilizing wind energy,CN105230539,Expired,CN,2015.0,2018.0,2015.0,2016.0,2018.0,Hangzhou Dianzi University,Hangzhou Dianzi University,True,False,True,False,False,False,False,False,False,False,False,False,East Asia
Intelligent water surface garbage collection boat based on wave energy and wind energy,CN105235847,Expired,CN,2015.0,2017.0,2015.0,2016.0,2017.0,Huazhong University Of Science & Technology,Huazhong University Of Science And Technology,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Lotus-root-shaped eutrophic sediment remediation system capable of aeration,CN105236583,Active,CN,2015.0,,2015.0,2016.0,2035.0,Hohai Univ.,Hohai Univ.,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Offshore construction method for large-diameter single pile fan foundation structure,CN105239572,Expired,CN,2015.0,2017.0,2015.0,2016.0,2017.0,"Longyuan Beijing Wind Power Projects Design And Consultation Co., Ltd.","Longyuan Beijing Wind Power Projects Design And Consultation Co., Ltd.",False,True,False,False,False,True,False,False,False,False,False,False,East Asia
Electricity generation ship capable of comprehensively utilizing renewable energy sources,CN105240220,Expired,CN,2015.0,2017.0,2015.0,2016.0,2017.0,Harbin Engineering University,Harbin Engineering University,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Multi-turbine wind power platform for offshore applications,WO2016007076,Expired,WO,2015.0,,2014.0,2016.0,2017.0,Hexicon Ab,Hexicon Ab,False,True,False,False,True,False,False,False,False,False,False,False,Other
Wind turbine blade and wind turbine generator,EP2789851,Active,EP,2012.0,2016.0,2011.0,2016.0,2032.0,"Mitsubishi Heavy Industries, Ltd.","Mitsubishi Heavy Industries, Ltd.",False,True,True,False,False,False,False,False,False,False,False,False,Europe
Weather maintenance system for an offshore wind turbine maintenance program,EP2969883,Expired,EP,2014.0,2018.0,2013.0,2016.0,2018.0,,,False,True,False,False,False,True,False,False,False,False,False,False,Europe
Wind power generation facility,EP2975262,Expired,EP,2015.0,2018.0,2014.0,2016.0,2018.0,"Hitachi, Ltd.","Hitachi, Ltd.",False,False,False,False,False,False,False,False,False,False,False,False,Europe
Apparatus and method of a noise abatement system for piles piling for offshore use,DE102014010467,Expired,DE,2014.0,,2014.0,2016.0,2018.0,,,True,True,False,False,False,False,False,False,False,False,False,False,Europe
"Method of landing on offshore installations, apparatus for transfer and landing and offshore installation",DE102014101982,Active,DE,2014.0,2016.0,2014.0,2016.0,2034.0,Neptun Ship Design Gmbh,Neptun Ship Design Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Installation method and removal method and structure of floating offshore wind turbine generator,JP5838439,Active,JP,2011.0,2016.0,2011.0,2016.0,2031.0,"Penta-ocean Construction Co., Ltd.",Penta Ocean Construction,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Method for constructing offshore structure and offshore structure,WO2016009572,Expired,WO,2014.0,,2014.0,2016.0,2017.0,"Modec, Inc.","Modec, Inc.",True,False,True,False,False,False,False,False,False,False,True,False,Other
"Wind energy assemblies, in particular offshore wind energy assemblies",EP2302211,Expired,EP,2009.0,2016.0,2009.0,2016.0,2018.0,Dong Energy Wind Power As,Dong Energy Wind Power As,False,True,False,False,False,False,False,False,False,False,False,False,Europe
System and method for transporting and testing a crane intended for use in an offshore wind turbine,EP2976286,Expired,EP,2014.0,2017.0,2013.0,2016.0,2017.0,Senvion Se,Senvion Ag,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Method for maintaining floating-body type wind turbine power generating apparatus,US20160025064,Expired,US,2013.0,2018.0,2013.0,2016.0,2018.0,Mhi Vestas Offshore Wind As,Mhi Vestas Offshore Wind As,False,False,True,False,False,False,False,False,False,False,False,False,North America
Wind turbine for generating electricity with naval technology,US20160025072,Expired,US,2014.0,2019.0,2013.0,2016.0,2019.0,Embrevel-empresa Brasileira De Energia Renovavel Ltda,Embrevel-empresa Brasileira De Energia Renovavel Ltda,False,True,False,False,False,False,False,False,False,False,False,False,North America
Floating offshore wind power generation facility,US20160025074,Expired,US,2014.0,2017.0,2013.0,2016.0,2017.0,Toda Corporation,Toda Corporation,False,False,True,False,False,False,False,False,False,False,True,False,North America
Stationary co-axial multi-rotor wind turbine supported by continuous central driveshaft,US9249783,Active,US,2013.0,2016.0,2001.0,2016.0,2021.0,Douglas Selsam,Douglas Selsam,False,True,False,False,False,False,False,False,False,False,False,False,North America
"Vertical-axis offshore wind turbine, and associated systems and processes",BRPI0816770,Expired,BR,2008.0,,2007.0,2016.0,2016.0,"Floating Windfarms Corporation, Texas","Floating Windfarms Corporation, Texas",False,False,True,False,False,False,False,False,False,False,False,True,South America
"Offshore unit foundation, offshore unit, offshore unit construction method",BRPI0918234,Expired,BR,2009.0,2019.0,2008.0,2015.0,2019.0,Max Bögl Bauunternehmung Gmbh & Co Kg,Max Bogl Bauunternehmung Gmbh & Co.kg.,False,True,False,False,False,False,False,False,False,False,False,False,South America
Wind power airplane,CN102582819,Expired,CN,2010.0,2016.0,2010.0,2016.0,2019.0,"Wang Qingyuan, Wang Jin","Wang Qingyuan, Wang Jin",False,True,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of energy-saving and power generation device for boats and ships,CN103225585,Active,CN,2013.0,2016.0,2013.0,2016.0,2033.0,Harbin Engineering University,Harbin Engineering University,False,False,False,False,False,False,False,False,False,False,False,False,East Asia
A kind of overall yaw type floating marine wind energy turbine set,CN103291551,Active,CN,2013.0,2016.0,2013.0,2016.0,2033.0,Jiangsu New United Heavy Industry Technology Coltd,Jiangsu New United Heavy Industry Technology Coltd,True,True,False,False,True,False,False,False,False,False,False,False,East Asia
Float type offshore wind energy plant,CN103314212,Active,CN,2011.0,2016.0,2010.0,2016.0,2031.0,Nat Maritime Res Inst,Nat Maritime Res Inst,False,False,True,False,False,False,False,False,False,False,False,False,East Asia
The preventing of oversea wind basis is washed away with lid,CN103382919,Active,CN,2013.0,2016.0,2012.0,2016.0,2033.0,Korea Ocean Res Dev Inst,Korea Ocean Res Dev Inst,False,True,False,False,False,True,False,False,False,False,False,False,East Asia
Offshore wind plant wind turbine foundation,CN103726505,Active,CN,2012.0,2016.0,2012.0,2016.0,2032.0,Northwest Investigation Design And Research Institute (nidri),Shanghai Investigation Design & Research Institute,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
The steel cofferdam device of offshore wind farm abatement steel pipe pile noise,CN103774681,Active,CN,2014.0,2016.0,2014.0,2016.0,2034.0,Guangdong Mingyang Wind Power Industry Group Coltd,Guangdong Mingyang Wind Power Industry Group Coltd,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Front carrying type tower pillar gesture control vessel dedicated for offshore wind turbine mounting,CN105253260,Active,CN,2015.0,,2015.0,2016.0,2035.0,Naruems,Naruems,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Ocean vertical axis combined supported-type power generation platform,CN105253262,Expired,CN,2015.0,2017.0,2015.0,2016.0,2017.0,,,True,False,True,False,False,False,False,False,False,False,False,False,East Asia
Reverse osmosis sea water desalination self-adaption control system and method,CN105253956,Expired,CN,2015.0,,2015.0,2016.0,2019.0,Powerchina Zhongnan Engineering Corporation Limited,Powerchina Zhongnan Engineering Corporation Limited,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Unstable-state composite-type energy capturing device floating on sea and energy capturing method,CN105257478,Expired,CN,2015.0,2019.0,2015.0,2016.0,2019.0,South China University Of Technology,South China University Of Technology,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Aerial wind power generation device,CN105257481,Expired,CN,2015.0,2019.0,2015.0,2016.0,2019.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Floating offshore wind power generating device and transformer used in same,CN105264224,Expired,CN,2013.0,2018.0,2013.0,2016.0,2018.0,"Hitachi, Ltd.","Hitachi Industrial Equipment Systems Co., Ltd.",False,False,True,False,False,False,False,False,False,False,True,False,East Asia
"Non-grid-connected wind power sea water desalination combination system, and operation control method thereof",CN105271470,Active,CN,2014.0,,2014.0,2016.0,2034.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Environment self-adaption control method for wind turbine generator unit,CN105275742,Expired,CN,2015.0,2018.0,2015.0,2016.0,2018.0,State Grid Corporation Of China,State Grid Corporation Of China,True,True,False,False,False,False,False,False,False,False,False,False,East Asia
Lithium battery thin film online one-in-three winder,CN105280878,Expired,CN,2015.0,2018.0,2015.0,2016.0,2018.0,"Dalian Ecopower Technology Co., Ltd.","Dalian Ecopower Technology Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Sea cucumber drying device,CN204969294,Active,CN,2015.0,2016.0,2015.0,2016.0,2025.0,"Qingdao Fuhairun Aquatic Product Co., Ltd.","Qingdao Fuhairun Aquatic Product Co., Ltd.",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Floating wind turbine foundation and floating wind turbine generator system,CN204979164,Active,CN,2015.0,2016.0,2015.0,2016.0,2025.0,Guangdong Electric Power Design And Res Inst,Guangdong Electric Power Design And Res Inst,True,True,True,False,True,False,False,False,False,False,False,False,East Asia
Solar and wind energy sea water desalination,CN204981263,Active,CN,2015.0,2016.0,2015.0,2016.0,2025.0,"Shenzhen Headwater Environmental Technologies Co.,","Shenzhen Headwater Environmental Technologies Co.,",True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Power generation facility can be united to marine wind power and ocean trend,CN204984728,Active,CN,2015.0,2016.0,2015.0,2016.0,2025.0,Huaneng Clean Energy Research Institute,Huaneng Clean Energy Research Institute,True,True,False,False,False,True,False,False,False,False,False,False,East Asia
Box gravity type marine wind power foundation structure,CN205000355,Active,CN,2015.0,2016.0,2015.0,2016.0,2025.0,Powerchina Huadong Engineering Corporation Limited,Powerchina Huadong Engineering Corporation Limited,True,True,False,True,False,False,False,False,False,False,False,False,East Asia
Procedure for the construction of a wind power plant and wind power plant,DK1592886,Active,DK,2004.0,2016.0,2003.0,2016.0,2024.0,Enercon Gmbh,Wobben Properties Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Autonomous wind turbine with energy accumulation and applications,ES2539643,Active,ES,2013.0,2016.0,2013.0,2016.0,2033.0,,,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Procedure to erect a wind turbine and wind turbine,ES2557154,Active,ES,2004.0,2016.0,2003.0,2016.0,2024.0,Enercon Gmbh,Wobben Properties Gmbh,False,True,False,False,False,False,False,False,False,False,False,False,Europe
Support structure for an open sea wind turbine,ES2557593,Active,ES,2011.0,2016.0,2010.0,2016.0,2031.0,Paul A Frieze & Associates Ltd,Paul A Frieze & Associates Ltd,False,False,True,False,False,False,False,False,False,False,False,False,Europe
Integrated marine hydrogenogenerator and associated methods,FR3024163,Expired,FR,2014.0,,2014.0,2016.0,2020.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Self-contained self-contained marinolian press and associated methods,FR3024167,Expired,FR,2014.0,,2014.0,2016.0,2020.0,,,True,False,False,False,False,False,False,False,False,False,False,False,Europe
Stand structure,HK1175515,Active,HK,2013.0,2016.0,2010.0,2016.0,2033.0,Stiftung Alfred Wegener Institut Helmholtz Zentrum,Stiftung Alfred Wegener Institut Helmholtz Zentrum,False,True,False,False,False,False,False,False,False,False,False,False,East Asia
Tension device for thread winding machine,KR101582053,Active,KR,2014.0,2015.0,2014.0,2015.0,2034.0,,,True,False,False,False,False,False,False,False,False,False,False,False,East Asia
Support structure of offshore wind turbines and structure method thereof,KR20150143114,Expired,KR,2014.0,2016.0,2014.0,2015.0,2016.0,Konkuk University,"Konkuk University Industrial Cooperation Corp., Ko",True,True,False,True,False,False,False,False,True,False,False,False,East Asia
Support structure of offshore wind turbines and structure method thereof,KR20150144184,Expired,KR,2014.0,2016.0,2014.0,2015.0,2016.0,Konkuk University,"Konkuk University Industrial Cooperation Corp., Ko",True,True,False,False,False,True,False,False,False,False,False,False,East Asia
